61 2 0 465 307
319 2 0 267 448
422 2 0 1320 262
543 2 0 860 199
795 2 0 1191 25
806 2 0 951 45
1082 2 0 413 446
1456 2 0 900 69
1478 2 0 541 361
1504 2 0 854 91
1532 2 0 494 303
1657 2 0 883 280
1828 2 0 1190 306
1996 2 0 868 315
2105 2 0 77 376
2164 2 0 940 242
2287 2 0 903 59
2328 2 0 1181 83
2381 2 0 1207 277
2536 2 0 1265 305
2855 2 0 1194 389
3017 2 0 864 52
3164 2 0 279 402
3200 2 0 1188 4
3572 2 0 1213 232
3598 2 0 111 341
3690 2 0 888 231
3969 2 0 1232 289
4267 2 0 271 426
4281 2 0 682 304
4284 2 0 515 400
4332 2 0 542 305
4444 2 0 648 258
4445 2 0 149 292
4472 2 0 333 376
4556 2 0 116 367
4724 2 0 873 92
4786 2 0 861 264
4832 2 0 1236 199
4874 2 0 914 325
4875 2 0 744 130
5020 2 0 1182 129
5151 2 0 1098 44
5514 2 0 462 457
5530 2 0 1169 226
5534 2 0 365 461
5689 2 0 1146 158
5790 2 0 277 496
5814 2 0 1308 276
5991 2 0 901 94
5998 2 0 1029 298
6064 2 0 394 424
6314 2 0 540 333
6323 2 0 1208 166
6513 2 0 1064 373
6667 2 0 1035 322
6963 2 0 853 344
7050 2 0 859 144
7195 2 0 311 312
7277 2 0 1158 307
7496 2 0 332 474
7769 2 0 1040 166
8167 2 0 1163 372
8215 2 0 1037 136
8458 2 0 255 402
8514 2 0 843 299
8756 2 0 341 295
8848 2 0 207 364
8925 2 0 1140 364
9062 2 0 370 404
9136 2 0 1245 244
9191 2 0 1177 349
9401 2 0 1227 259
9445 2 0 208 275
9528 2 0 253 356
9612 2 0 403 352
9666 2 0 1202 132
9718 2 0 1242 222
9798 2 0 1197 195
10193 2 0 1221 225
10258 2 0 741 301
10582 2 0 251 333
10943 2 0 889 254
11011 2 0 556 281
11163 2 0 1195 223
11178 2 0 475 365
11329 2 0 858 101
11361 2 0 1281 268
11516 2 0 744 318
11768 2 0 935 300
11818 2 0 338 327
11875 2 0 1084 319
12120 2 0 984 298
12166 2 0 327 436
12187 2 0 883 88
12407 2 0 681 280
12602 2 0 1134 205
12662 2 0 893 169
12664 2 0 1116 325
12743 2 0 402 361
12799 2 0 471 399
12816 2 0 934 168
12861 2 0 373 329
12960 2 0 496 446
12983 2 0 1218 155
13037 2 0 680 256
13059 2 0 1125 47
13227 2 0 1062 320
13358 2 0 320 453
13571 2 0 843 143
13685 2 0 796 301
13804 2 0 742 243
13867 2 0 1026 75
14159 2 0 1182 104
14177 2 0 1075 40
14207 2 0 126 380
14349 2 0 1289 199
14375 2 0 1264 297
14550 2 0 1223 417
14829 2 0 1002 319
14912 2 0 954 85
14952 2 0 286 325
15004 2 0 493 397
15145 2 0 970 253
15271 2 0 1101 298
15426 2 0 1206 422
15473 2 0 1003 49
15495 2 0 1237 390
15535 2 0 1290 293
15714 2 0 1225 181
15814 2 0 1188 153
16117 2 0 1078 248
16505 2 0 960 170
16519 2 0 105 304
16857 2 0 956 115
16876 2 0 1227 211
17024 2 0 1169 153
17031 2 0 73 391
17130 2 0 918 298
17238 2 0 1149 56
17382 2 0 1219 193
17451 2 0 575 304
17501 2 0 1161 414
17551 2 0 891 145
17658 2 0 988 236
17708 2 0 888 77
17784 2 0 166 358
18080 2 0 950 315
18230 2 0 648 280
18281 2 0 1023 47
18349 2 0 742 270
18353 2 0 772 301
18398 2 0 297 390
18464 2 0 883 63
18541 2 0 937 207
18677 2 0 498 282
18678 2 0 395 325
18995 2 0 1251 326
19132 2 0 1221 461
19147 2 0 1011 220
19164 2 0 1201 249
19400 2 0 267 478
19762 2 0 705 301
19920 2 0 1058 259
20063 2 0 957 129
20082 2 0 379 348
20174 2 0 289 347
20245 2 0 459 331
20249 2 0 643 203
20292 2 0 432 308
20308 2 0 818 357
20332 2 0 1295 220
20378 2 0 965 213
20478 2 0 1039 196
20871 2 0 945 275
20995 2 0 231 384
21053 2 0 305 457
21123 2 0 950 63
21256 2 0 1301 244
21321 2 0 1144 229
21381 2 0 909 92
21402 2 0 860 170
21512 2 0 539 268
21690 2 0 362 479
22200 2 0 366 431
22201 2 0 1134 297
22392 2 0 786 365
22542 2 0 192 279
22654 2 0 891 205
22718 2 0 492 319
22808 2 0 333 405
22954 2 0 924 103
23087 2 0 979 317
23710 2 0 824 298
23802 2 0 178 368
23878 2 0 1062 296
23914 2 0 47 387
23916 2 0 406 304
23927 2 0 861 233
23989 2 0 1183 49
24156 2 0 710 157
24219 2 0 1227 300
24231 2 0 929 118
24236 2 0 377 361
24318 2 0 372 313
24338 2 0 541 198
24519 2 0 743 217
24569 2 0 1273 240
24684 2 0 818 108
25062 2 0 1258 272
25324 2 0 1109 233
25609 2 0 864 298
25995 2 0 979 47
26042 2 0 1065 347
26248 2 0 1156 359
26409 2 0 147 277
26576 2 0 429 344
26691 2 0 741 191
26952 2 0 444 464
27611 2 0 884 335
27944 2 0 1133 178
28495 2 0 158 333
28771 2 0 613 303
28780 2 0 219 307
28847 2 0 1245 359
28938 2 0 514 307
29082 2 0 900 120
29246 2 0 880 299
29295 2 0 297 484
29741 2 0 675 182
29773 2 0 277 274
29785 2 0 576 254
29901 2 0 1209 302
30049 2 0 1213 199
30162 2 0 651 301
30250 2 0 742 161
30378 2 0 798 319
30562 2 0 1152 343
30579 2 0 789 120
30613 2 0 843 315
30638 2 0 888 54
30696 2 0 1031 104
30740 2 0 1050 37
30805 2 0 607 228
31019 2 0 1084 297
31154 2 0 360 377
31194 2 0 540 232
31272 2 0 417 290
31565 2 0 385 283
31763 2 0 201 349
31801 2 0 318 337
31806 2 0 864 82
31850 2 0 1169 70
31886 2 0 1236 246
31975 2 0 216 343
32231 2 0 375 381
32294 2 0 506 424
